Factor	ASV	edge	sig	core_group	Category	Correlation
Wind_low_Week2	d1ee041ded3a4449313379a9483f1263	0.25960944	0.025885564	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	d36c27833254cb8791f56cd216eaddc7	0.25960944	0.025885564	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	db3891cd88799a0e246e8b6dde829b73	0.25960944	0.025885564	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	ddf24a6381f872aac56662ffc228828e	0.25960944	0.025885564	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	e294274f7e062983572f1aa067100ab0	0.25960944	0.025885564	Helotiales	Climatic_conditions	Positive
Wind_low_Week2	e2df17f058035925df41c8c8da6bb3bc	0.25960944	0.025885564	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	e448d9cb67377a6b1f13f5087b6a1c2d	0.25960944	0.025885564	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	e5cb31585b7cab168619a22e3b81e6a6	0.25960944	0.025885564	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	f35c268c7f6e798ff6ac0675a52a162e	0.25960944	0.025885564	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	f6db0daecaee0dd4e9e1118eea6b130d	0.25960944	0.025885564	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	f84107892a5d99d550d60aab2a0b5679	0.25960944	0.025885564	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	fdc837588fbf5cad00fea0db241e6826	0.25960944	0.025885564	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	ff1b1c871ba33cf90ca2abcc1f327f1a	0.25960944	0.025885564	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	3548109ed720ac99cdf06f97df912aa2	0.259912867	0.025885564	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	379a6866184360a391ea4810f3b50cd9	0.259912867	0.025885564	Microtrichales	Climatic_conditions	Positive
Wind_low_Week3	a0bf3a4d324a1896d3375a4c7a052772	0.259912867	0.025885564	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week3	a4871151d69142c18a2d8e3a7cd9d727	0.259912867	0.025885564	Sphingomonadales	Climatic_conditions	Positive
Windgust_Week4	2b1e8b072b31f928fb2b3fa2312712d5	0.259914341	0.025885564	Sphingomonadales	Climatic_conditions	Positive
Pressure_low_Week2	517128b7deb45b5d25148f44eb29d3b2	0.260015411	0.025885564	Chaetothyriales	Climatic_conditions	Positive
Windgust_Week3	0d18d5ac6e3c5bddf1a50d25e974f68f	0.260087995	0.025885564	Hypocreales	Climatic_conditions	Positive
Sodium	715a5d3872fd3c05667063cb35a8ab88	0.260112045	0.025885564	Chaetothyriales	Soil_properties	Positive
Dewpoint_avg_Week1	ba79676eada76fee1ab4ac0cfd82ae1f	0.260146495	0.025885564	Burkholderiales	Climatic_conditions	Positive
Total_nitrogen	bb55592c60980bda3881288652a69306	0.260490982	0.025885564	Pleosporales	Soil_properties	Positive
Potassium	e4b9a9f140917770a16ef8c7eb8fe858	0.26059421	0.025738911	Pleosporales	Soil_properties	Positive
Dewpoint_avg_Week2	f7a6fcd66ada3722a49f06111f8c5790	0.260600617	0.025738911	Burkholderiales	Climatic_conditions	Positive
Manganese	93f3f713fe20c49c5a049ea273f3e1f9	0.260614171	0.025738911	Burkholderiales	Soil_properties	Positive
Humidity_avg_Week4	2dc4006fec89337e676bbd957a811959	0.260629643	0.025731017	Pleosporales	Climatic_conditions	Positive
Temp_high_Week1	f2186d43632a921f585b11c90a8c0070	0.260702497	0.025617792	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	25a5da54d83964f75cfe153a0d04383b	0.260726089	0.025608766	Caulobacterales	Climatic_conditions	Positive
Total_nitrogen	07e2e0d6f14e6c9eb87db40417be3a72	0.260927323	0.02528833	Helotiales	Soil_properties	Positive
pH	c32c6f1122b5a3c796e3624d43b4d75c	0.261091348	0.025052058	Caulobacterales	Soil_properties	Positive
Manganese	c83db5e19de6ab149e9d4bc63bd27821	0.261091452	0.025052058	Rhizobiales	Soil_properties	Positive
Temp_high_Week1	f36ce6f91c7462cf99dd94aa8edf162c	0.261294219	0.024749803	Propionibacteriales	Climatic_conditions	Positive
Precipitation_Week1	d486d925775b143b922bc043853264bb	0.261348308	0.024691689	Sphingomonadales	Climatic_conditions	Positive
Precipitation_Week2	d486d925775b143b922bc043853264bb	0.261348308	0.024691689	Sphingomonadales	Climatic_conditions	Positive
Precipitation_Week3	d486d925775b143b922bc043853264bb	0.261348308	0.024691689	Sphingomonadales	Climatic_conditions	Positive
Precipitation_Week4	d486d925775b143b922bc043853264bb	0.261348308	0.024691689	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week1	d603b8054abda8826df77a0e9b76e65a	0.261639415	0.024259571	Sphingomonadales	Climatic_conditions	Positive
Plant_cover	352d386293a59777de3e3e6a91f58466	0.261650521	0.024258468	Hypocreales	Plant_diversity	Positive
Temp_low_Week1	f36ce6f91c7462cf99dd94aa8edf162c	0.261690144	0.024208402	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week3	d333f0475bad5ae641028bc119009aa1	0.261926527	0.023823692	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week3	245430f2c463fc69550870e58fdeea9b	0.262200554	0.023382144	Hypocreales	Climatic_conditions	Positive
Wind_low_Week3	2980654cc2729c7e07f4a29acc53122f	0.262200554	0.023382144	Xylariales	Climatic_conditions	Positive
Wind_low_Week3	2efb69a2f37475864f2c3658f37e5e6b	0.262200554	0.023382144	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	3f3dbdaf2386bfd57c591bf8b5008765	0.262200554	0.023382144	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	6e319f4261b42651af4735b6e0c14ca3	0.262200554	0.023382144	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week3	fd9998edaac281932f04a81b078a4e67	0.262200554	0.023382144	Sphingomonadales	Climatic_conditions	Positive
Temp_high_Week1	50ee5210101b497e37beb9864a259692	0.262202906	0.023382144	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	0ceaf9e550b48b10023ff24797bcf2f8	0.262416577	0.023181109	Helotiales	Climatic_conditions	Positive
Wind_low_Week2	3563f07b685c1dedcbea2495abe08377	0.262416577	0.023181109	Helotiales	Climatic_conditions	Positive
pH	c22eba197ed573cbfebff99e62a8705a	0.262512391	0.023075551	Sphingomonadales	Soil_properties	Positive
Humidity_high_Week3	1d3577ceb4f98bde7340e9484ed39097	0.26262874	0.022902558	Helotiales	Climatic_conditions	Positive
Temp_low_Week1	3cb1c37f50afcbcf378ed88bc505e830	0.262979857	0.022387575	Microtrichales	Climatic_conditions	Positive
Aluminium	afa0ac2fddccf4a3ac6808b6155260e6	0.263048558	0.022295027	Chaetothyriales	Soil_properties	Positive
Precipitation_Week1	f78ba5c82c54c4d3776dda17c1dd091a	0.263157724	0.022154085	Sphingomonadales	Climatic_conditions	Positive
Precipitation_Week2	f78ba5c82c54c4d3776dda17c1dd091a	0.263157724	0.022154085	Sphingomonadales	Climatic_conditions	Positive
Precipitation_Week3	f78ba5c82c54c4d3776dda17c1dd091a	0.263157724	0.022154085	Sphingomonadales	Climatic_conditions	Positive
Precipitation_Week4	f78ba5c82c54c4d3776dda17c1dd091a	0.263157724	0.022154085	Sphingomonadales	Climatic_conditions	Positive
Temp_low_Week3	63878ff2efae90eb46477c7912a32005	0.263185928	0.022154085	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week4	fd586950940248214ba7e745370626f0	0.263225106	0.022132849	Sphingomonadales	Climatic_conditions	Positive
Sodium	9e2f0174da789c1b561ab9e55f67f309	0.263328955	0.02200282	Helotiales	Soil_properties	Positive
Pressure_low_Week1	517128b7deb45b5d25148f44eb29d3b2	0.263606359	0.021637025	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week2	1db253306c78ef5ba17c468b4cc5d410	0.263628516	0.02161925	Helotiales	Climatic_conditions	Positive
Wind_low_Week2	3651b89b8731d9d3c2601193e3ba9e42	0.263628516	0.02161925	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	e83eaefe7da9b6a4c195f200335fc433	0.263628516	0.02161925	Hypocreales	Climatic_conditions	Positive
Dewpoint_low_Week2	f7a6fcd66ada3722a49f06111f8c5790	0.263873424	0.021309029	Burkholderiales	Climatic_conditions	Positive
Shannon_diversity_plant_communities	7a025ce67b1d60f74f13165f02aebe01	0.264030155	0.021103717	Pleosporales	Plant_diversity	Positive
Wind_low_Week1	9f5afee7fb258e1af3d0193a7b6e4d86	0.264070952	0.021058304	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	56296faa50646a0fc3b6bf17b53c3713	0.264327403	0.020706891	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week4	f694d9aabbae60038ecbe23a3c6b116e	0.264361734	0.020671872	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week1	07e2e0d6f14e6c9eb87db40417be3a72	0.264671429	0.020280226	Helotiales	Climatic_conditions	Positive
Humidity_low_Week2	7a08cbd8fc1391983257d4a0a5b81b40	0.264814615	0.020088402	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	0f32527f0b48442b45895d4a9accbd41	0.264840454	0.02006663	Helotiales	Climatic_conditions	Positive
Wind_low_Week2	3b92c12930abfdd98c713d7a043b6841	0.264840454	0.02006663	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	52b7b8b46a67eb46cc674b7c28f922fb	0.264840454	0.02006663	Hypocreales	Climatic_conditions	Positive
Dewpoint_high_Week1	343dbf855afaac8caca3bcc4cc2b4e2f	0.264863331	0.02006663	Burkholderiales	Climatic_conditions	Positive
Windgust_Week2	5e363ccec9f16437d7e884b12d48f7b5	0.264899861	0.020043005	Microtrichales	Climatic_conditions	Positive
Wind_low_Week2	9d983ab81c21796c2d5b5f080bef8881	0.264953591	0.019981273	Burkholderiales	Climatic_conditions	Positive
Manganese	1037fee8737d78e6ba49439b22c05501	0.265052616	0.019855023	Pleosporales	Soil_properties	Positive
Humidity_low_Week3	85fe2bf59538ebeb73dd821f30e4fa78	0.265317259	0.019526271	Sphingomonadales	Climatic_conditions	Positive
Precipitation_Week1	c091fd3f371938b897839c2db39cedce	0.26569389	0.019063283	Rhizobiales	Climatic_conditions	Positive
Precipitation_Week2	c091fd3f371938b897839c2db39cedce	0.26569389	0.019063283	Rhizobiales	Climatic_conditions	Positive
Precipitation_Week3	c091fd3f371938b897839c2db39cedce	0.26569389	0.019063283	Rhizobiales	Climatic_conditions	Positive
Precipitation_Week4	c091fd3f371938b897839c2db39cedce	0.26569389	0.019063283	Rhizobiales	Climatic_conditions	Positive
Organic_carbon	f6d338ec7e8b5bb748381013b8053f22	0.265758209	0.019034422	Chaetothyriales	Soil_properties	Positive
Manganese	3f55c6bdf06b041ae59ff960c14ae0a1	0.265764162	0.019034422	Propionibacteriales	Soil_properties	Positive
Potassium	798865536b370f2ac8712da7e60b4f92	0.265930401	0.018858577	Hypocreales	Soil_properties	Positive
Soil_organic_matter	f6d338ec7e8b5bb748381013b8053f22	0.26601589	0.018757383	Chaetothyriales	Soil_properties	Positive
Wind_low_Week4	faa13fec9301bfd2c280d1ac863e0f02	0.266060731	0.018711486	Burkholderiales	Climatic_conditions	Positive
Dewpoint_avg_Week2	5fa18956f4568992101c9ca7bea0ab57	0.26621263	0.018565792	Pleosporales	Climatic_conditions	Positive
Manganese	71f65512f8a6ba7f550d321f084b34a7	0.266986425	0.017667117	Rhizobiales	Soil_properties	Positive
Temp_high_Week3	49422239b679ef53fe23d37834d344a3	0.267427789	0.017179091	Burkholderiales	Climatic_conditions	Positive
Temp_high_Week1	5fa18956f4568992101c9ca7bea0ab57	0.267511525	0.017088656	Pleosporales	Climatic_conditions	Positive
Wind_low_Week1	9edd6bf5de4527d2049222dab97e528a	0.267568779	0.01703137	Hypocreales	Climatic_conditions	Positive
Shannon_diversity_plant_communities	3fa7515fdf29d8e0a97e8505c954e112	0.267591173	0.01702088	Chaetothyriales	Plant_diversity	Positive
Pressure_high_Week1	517128b7deb45b5d25148f44eb29d3b2	0.267616214	0.01702088	Chaetothyriales	Climatic_conditions	Positive
Aluminium	3ab273eba08d3eb13919f47fb73d7429	0.267669092	0.016975409	Rhizobiales	Soil_properties	Positive
Total_nitrogen	7d6d4fdd648bb5b6221290a2c5c9fe42	0.267701971	0.016948489	Chaetothyriales	Soil_properties	Positive
Wind_high_Week2	9a1965000e9bde4521e0114c73133e53	0.267848691	0.016782295	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	000966dee15f02548d528e5f6ed42b2b	0.267869741	0.01677008	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	04eee05dc79cb35d24faff90d925211f	0.267869741	0.01677008	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	090e24242a86f06e9cc5b3ee09784670	0.267869741	0.01677008	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	0a1378b0e848399608ccfa362eea7a45	0.267869741	0.01677008	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	0bec17d259e1a8a180319dec3333dff7	0.267869741	0.01677008	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	0fdb625b1cd4ffc39cdecec68a35ec87	0.267869741	0.01677008	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	133a347cd5f6d7fef105221568c2d3d3	0.267869741	0.01677008	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	13e1b4352cfe38f51c402f08bc049289	0.267869741	0.01677008	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	16a40032e39724b95aad586634e84b36	0.267869741	0.01677008	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	193d1b53eecb323bf69183b6f5fb086b	0.267869741	0.01677008	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	1a3989dbc7af661b8c16dbec23b7245e	0.267869741	0.01677008	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	1b4a36c5e0fb1f66d44ebb1518af0b3f	0.267869741	0.01677008	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	1b9f84e0c2836b80d4f0aeb643d50531	0.267869741	0.01677008	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	1dfc4a48e0fe682901063d77f4b1ab6b	0.267869741	0.01677008	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	1ff3d5dabc56551943400920fa98885a	0.267869741	0.01677008	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	2bad728de6d4463d25225227ada99bbc	0.267869741	0.01677008	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	2c08fff750f9bb6f9889354329bd3348	0.267869741	0.01677008	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week2	309f953aee8d1a19542d9cba9ef48335	0.267869741	0.01677008	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	3355a4590cc84886ef2a66d40144b0d7	0.267869741	0.01677008	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	3587d2c7ee59d9ed588dcc3a006d82ff	0.267869741	0.01677008	Hypocreales	Climatic_conditions	Positive
Wind_low_Week2	395c81b8fb639fc7ec48f225275e4ffe	0.267869741	0.01677008	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	49b7352c413e83e636b94d481358b86b	0.267869741	0.01677008	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	4fe10d11f71b6a5f811fd67a40df8d9a	0.267869741	0.01677008	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	50219c74cfa781a1775f57c296b6cce6	0.267869741	0.01677008	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	520fa97e35ad2793fa6440cbcc829862	0.267869741	0.01677008	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week2	527fe37394153e93544f648bc24c6c91	0.267869741	0.01677008	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	532f6c04e3c8867824b1fd00eac72cc7	0.267869741	0.01677008	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	5a348601d6a5b2af49abd7ca2c86e77b	0.267869741	0.01677008	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	67a884112653522792914268e762b38a	0.267869741	0.01677008	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week2	6e3d134eb056e8e987392d67ee45ce57	0.267869741	0.01677008	Hypocreales	Climatic_conditions	Positive
Wind_low_Week2	760402de72fc5cfcda8a1e46573a293f	0.267869741	0.01677008	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	7818d825590d4a4f576320027dafc34b	0.267869741	0.01677008	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	7ae876ef521fefde1922d91500d20038	0.267869741	0.01677008	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	7d1a0b86a4a6806cea86c2412285dd60	0.267869741	0.01677008	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	7fa5691c3169021006d8b71e71413b07	0.267869741	0.01677008	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	825d203260fec108ca18cc71c2aeb6d6	0.267869741	0.01677008	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week2	83989368dfd461ceecb323a065140b0d	0.267869741	0.01677008	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	8a9f14a0a61e433e05dcbefc6e60acfd	0.267869741	0.01677008	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	8c44e32fc42418e461c2103ac929798a	0.267869741	0.01677008	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	8d8a50ce8b89224bed83187c84eed0c4	0.267869741	0.01677008	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	9e3841e1e543346fed6d08f764f949b5	0.267869741	0.01677008	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	9e49dcac976ba1217cc56c4a9f5dc42b	0.267869741	0.01677008	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	9fa2aae155233b10c54b855f389edd13	0.267869741	0.01677008	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	a33dff18ae3e75a1f42475455e5f4cf0	0.267869741	0.01677008	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	ad5424d597afb40ed1c8e26d4b5e6742	0.267869741	0.01677008	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	b5323f9c459f88d1c849f44fbd2f577c	0.267869741	0.01677008	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	b636a30fc504f6f41f6cb37158c10a1b	0.267869741	0.01677008	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week2	bbf63a6658d4559a5940efdcb336a579	0.267869741	0.01677008	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	c182c5d9e71bef4686fa166e474b542d	0.267869741	0.01677008	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	c617e15c66a80adff442a49bf1f4859d	0.267869741	0.01677008	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week2	d21bcbaa8acfc7c1f3b45fea717873c2	0.267869741	0.01677008	Xylariales	Climatic_conditions	Positive
Wind_low_Week2	d5f6f8979e1ceb0b02c015be207a7b32	0.267869741	0.01677008	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	dafe07d1fee32bd5123bda17f7fd8b6f	0.267869741	0.01677008	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	dc9b2586f36dadf326111eff016a786b	0.267869741	0.01677008	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	dcd49b6032f33dbc1bb0e8a61e42f87b	0.267869741	0.01677008	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	deb4d6211023ccebda42d7001dff172f	0.267869741	0.01677008	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week2	e04450568e771cf9a1020567bb175f5b	0.267869741	0.01677008	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	f8f53d1f9377eafa4724ae0de9f61e37	0.267869741	0.01677008	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	feac37763427409657768c12bf6fff31	0.267869741	0.01677008	Rhizobiales	Climatic_conditions	Positive
Dewpoint_avg_Week2	00f6157f733c8539fd4d2a496f0a15e6	0.268258732	0.01677008	Pleosporales	Climatic_conditions	Positive
Dewpoint_high_Week1	bbc876ca34b0b12de4ea6069652e43a8	0.268793432	0.016611512	Hypocreales	Climatic_conditions	Positive
Dewpoint_high_Week2	7a08cbd8fc1391983257d4a0a5b81b40	0.269000885	0.016403816	Burkholderiales	Climatic_conditions	Positive
Windgust_Week2	64d746f509484bc59e1725828540d110	0.269007461	0.016403816	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week4	2daa1492393523f7253ea8f907bfa0a0	0.269340541	0.016084108	Sphingomonadales	Climatic_conditions	Positive
Humidity_high_Week4	b54b8f7a9222f490553525009d1795ef	0.269750641	0.015649067	Pleosporales	Climatic_conditions	Positive
Manganese	1adf69f6bdc64fd2f47e50157303b77b	0.269770127	0.015640177	Rhizobiales	Soil_properties	Positive
Precipitation_Week1	9937cae1b582e87638a95dd2c1caf3e0	0.269954856	0.015469891	Rhizobiales	Climatic_conditions	Positive
Precipitation_Week2	9937cae1b582e87638a95dd2c1caf3e0	0.269954856	0.015469891	Rhizobiales	Climatic_conditions	Positive
Precipitation_Week3	9937cae1b582e87638a95dd2c1caf3e0	0.269954856	0.015469891	Rhizobiales	Climatic_conditions	Positive
Precipitation_Week4	9937cae1b582e87638a95dd2c1caf3e0	0.269954856	0.015469891	Rhizobiales	Climatic_conditions	Positive
